person_name,gender
Peter Ackerman,Male
Michael J. Wilson,Male
Tom Clancy,Male
Donald E. Stewart,Male
Ben Tishler,Male
Franco Brusati,Male
Masolino D'Amico,Unknown
Jonathan Tropper,Male
Jeffrey Reddick,Male
Pete Goldfinger,Male
Robert Wolterstorff,Male
Mike Scott,Male
Gerry Conway,Male
Roy Thomas,Male
Robert E. Howard,Male
Alan Glynn,Male
Jordan Roberts,Male
Robert L. Baird,Male
Daniel Gerson,Male
Fred Ebb,Male
Don Heck,Male
Vlas Parlapanides,Unknown
Charley Parlapanides,Male
Adam Sztykiel,Male
Sohrab Noshirvani,Male
Rory Haines,Male
Larry McMurtry,Male
Chris Kekaniokalani Bright,Male
Alec Sulkin,Male
Wellesley Wild,Unknown
Jack Bernstein,Male
Gene Colan,Male
Stacy Osei-Kuffour,Female
Judy Blume,Female
James Thurber,Male
Chris Henchy,Male
Nick Cave,Male
Matt Bondurant,Male
Lem Dobbs,Unknown
Barbara Curry,Female
Tab Murphy,Male
Noni White,Unknown
Bob Tzudiker,Male
Craig Bolotin,Male
Allison Schroeder,Female
Greg Rucka,Male
Gavin Steckler,Male
Michael Cooney,Male
Ted Elliott(credit only),Male
Takeo Murata,Male
Ishirô Honda,Unknown
Shigeru Kayama,Male
Alex Raymond,Male
Michael Allin,Male
Lorenzo Semple Jr.,Male
Miklós László,Male
Delia Ephron,Female
Travis Beacham,Male
Danny Rubin,Male
Adam Cozad,Male
Daniel Mainwaring,Male
Eric Hughes,Male
Daniel Mainwaring(1947 screenplay) (uncredited),Male
Carol Sobieski,Female
Martin Charnin,Male
Kazuo Ishiguro,Male
Matt Drake,Male
Thierry Robin,Male
Fabien Nury,Male
Marcus Luttrell,Male
Patrick Robinson,Male
Kevin VanHook,Male
Saroo Brierley,Unknown
Frances Goodrich,Female
Albert Hackett,Male
Thomas Savage,Male
Joyce Maynard,Female
Thea von Harbou,Female
Fritz Lang(uncredited),Male
Feyyaz Yigit,Male
Aziz Kedi,Male
Eric Warren Singer,Male
Ernest Riera,Male
Miguel Ruz,Male
Indiana Lista,Unknown
Tom O'Connor,Male
Steph Lady,Female
Peggy Webling,Female
Ian Fleming(uncredited),Male
Ian Fleming,Male
Tom Mankiewicz,Male
Víctor Santos,Male
Jayson Rothwell,Male
Joshuah Bearman,Unknown
Tony Mendez,Male
J.G. Ballard,Unknown
Kara Lindstrom,Female
Sean French,Male
Preston Sturges,Male
Preston Sturges(uncredited),Male
R.C. Sherriff,Unknown
H.G. Wells(uncredited),Unknown
Josh Klausner,Male
Darren Lemke,Male
F.X. Toole,Unknown
John Houseman(uncredited),Male
Herman J. Mankiewicz,Male
David Loughery,Male
Pierre Christin,Male
Jean-Claude Mézières,Male
Kieran Fitzgerald,Male
Wesley A. Oliver,Male
Debra Hill,Female
Jeff Fradley,Male
John Carpenter(1978 screenplay),Male
Debra Hill(1978 screenplay),Female
Jeffrey Caine,Male
Michael France,Male
George Langelaan,Male
Charles Edward Pogue,Male
David Pinner,Male
Anthony Shaffer,Male
David Pinner(uncredited),Male
Anthony Shaffer(1973 screenplay),Male
Dean Riesner,Male
Rita M. Fink,Female
Harry Julian Fink,Male
Anthony Bruno,Male
Morgan Land,Male
Kerry Williamson,Female
Peter Bellwood,Male
David Berenbaum,Male
Bruce Kimmel,Male
David Wechter,Male
James Paul Dallas,Male
Mark Boal,Male
Ava Tramer(uncredited),Female
Ava Tramer,Female
Robert Kirkman,Male
Ryan Ridley,Male
John Grisham,Male
David Barstow,Male
Matthew Sand,Male
Knate Lee,Unknown
R. Lee Fleming Jr.,Unknown
Irving Shulman,Male
Stewart Stern,Male
Janet Scott Batchler,Female
Lee Batchler,Male
Scott Marshall Smith,Male
Bill Chaffin,Male
Angelo Pizzo,Male
Maria Melnik,Female
Noah Dorsey,Male
Will Wernick,Male
Yann Martel,Male
Talking Heads,Unknown
Todd R. Jones,Male
Earl Richey Jones,Male
Forrest Carter,Male
Sonia Chernus,Female
Paula Hawkins,Female
Pamela Gray,Female
Tim Lovestedt,Male
Jeph Loeb,Unknown
Matthew Weisman,Male
Lothar G. Buchheim,Male
Steve Zacharias,Male
Tim Metcalfe,Male
Miguel Tejada-Flores,Male
David Veloz,Male
Richard Rutowski,Male
Daniel Wallace,Male
Bill Kelly,Male
W.P. Kinsella,Unknown
Walter Wager,Male
Doug Richardson,Male
Mark Perez,Male
Heywood Gould,Unknown
Teresa Hsiao,Female
Cherry Chevapravatdumrong,Female
Yûji Sakamoto,Unknown
Josh Malerman,Male
Andrew W. Marlowe,Male
Truman Capote,Male
George Axelrod,Male
Barry Fanaro,Male
Mark Frost,Male
Jeff Kaplan,Male
Arthur Golden,Male
Lorenzo Carcaterra,Male
Rex Pickett,Male
Jim Taylor,Male
Jeff Jensen,Male
Alice Victoria Winslow,Female
Ron Bass,Male
Jeremy Passmore,Male
Carlton Cuse,Male
Andre Fabrizio,Male
Mark O'Keefe,Male
Steve Koren,Male
Heather Donahue(uncredited),Female
Alexander Dinelaris,Male
Nicolás Giacobone,Male
Evan Hunter,Male
Daphne Du Maurier,Female
Jonathan Ames,Male
Laurits Munch-Petersen,Male
Chris Fedak,Male
Lars Andreas Pedersen,Male
Sarah Streicher,Female
Julia Cho,Female
J.P. Davis,Unknown
Charles Cumming,Male
Ben Macintyre,Male
Michelle Ashford,Female
Qui Nguyen,Male
Harold G. Moore,Male
Joseph Lee Galloway,Male
James Toback(1974 screenplay),Male
James Toback,Male
James Schamus,Male
Delondra Mesa,Unknown
Tedi Sarafian,Unknown
Jonathan Harr,Male
Doug Wright,Male
Zack Ford,Male
Robert Thom,Male
Charles B. Griffith,Male
Ib Melchior,Male
Michael Bronner,Male
William Kelley,Male
Pamela Wallace,Female
Earl W. Wallace,Male
Jean-Claude Forest,Male
Oscar Redding,Male
Jamie McGuire,Female
Ryan Rowe,Male
David Auburn,Male
Stacey Harman,Female
Peyo,Male
Pamela Ribon,Female
Kathryn Price,Female
Nichole Millard,Female
Michael Arlen Ross,Male
Adam Herz,Male
David H. Steinberg,Male
Andrew Lane,Male
Wayne Crawford,Male
Amy Talkington,Female
Ian Mune,Male
Ian Mune(uncredited),Male
Richard Hough,Male
Gore Vidal,Male
Karl Tunberg,Male
Gore Vidal(uncredited),Male
Lew Wallace,Male
Keith R. Clarke,Male
Lew Wallace(uncredited),Male
Nancy Springer,Female
Arthur Conan Doyle,Male
William Nack,Male
Mike Rich,Male
William Nack(suggestion),Male
Beverley Cross,Female
Jean-Claude Carrière,Male
Milo Addica,Male
Hugh Wheeler,Male
Christopher Bond,Male
Ande Parks,Female
DJ Pooh,Unknown
Rudyard Kipling,Unknown
Justin Marks,Male
Ken Anderson,Male
Ralph Wright,Male
Larry Clemmons,Male
Ron Yanover,Male
Mark Geldman,Male
Drew Dowdle,Male
Karen Janszen,Female
Irving Block,Male
Cyril Hume,Male
Allen Adler,Male
John Green,Male
Michael H. Weber,Male
Scott Neustadter,Male
Matt Lopez,Male
Edward Streeter,Male
Seth W. Owen,Male
Scott Kosar,Male
Shûsaku Endô,Unknown
Simon Stephenson,Male
Jesse Andrews,Male
Gary Spinelli,Male
Rocky Russo(segment The Pitch),Male
Jeremy Sosenko(segment The Pitch),Male
Jeremy Sosenko,Male
Ricky Blitt,Male
Rocky Russo,Male
Ricky Blitt(segment The Pitch),Male
Peter Modestij,Male
Ken Wheat,Male
Jim Wheat,Male
Cormac Wibberley,Male
Marianne Wibberley,Female
Philip LaZebnik,Male
Thomas Hedley Jr.,Male
Albert S. Ruddy,Male
Tracy Keenan Wynn,Female
Tracy Keenan Wynn(1974 screenplay),Female
Sheldon Turner,Male
Bonnie Turner,Female
Terry Turner,Male
Lewis John Carlino,Male
Monte Hellman(uncredited),Male
Monte Hellman,Male
Brian Bloom,Male
Peter Rader,Male
David Chase,Male
Walter Kirn,Male
Dan Harris,Male
Mark Andrus,Male
Peter Straughan,Male
Bridget O'Connor,Female
John le Carré,Male
Helen Fielding,Female
Andrew Davies,Male
Robert Thoeren,Male
Yasutaka Tsutsui,Male
Satoshi Kon,Male
Seishi Minakami,Unknown
Bernardino Zapponi,Male
John Cleland,Male
John Cleland(uncredited),Male
Joel Gross,Male
Richard Herley,Male
Michael Gaylin,Male
Beth Reekles,Female
A.E. Southon,Unknown
Dorothy Clarke Wilson,Female
J.H. Ingraham,Unknown
Ben Chandler,Male
David James Kelly,Male
Vance Gerry,Male
Cyrus Voris,Male
Robert Coover,Male
Jake LaMotta,Male
Peter Savage,Male
Joseph Carter,Male
Derek Haas,Male
James Cummings,Male
Édouard Molinaro,Unknown
Francis Veber,Male
Jean Poiret,Male
Alex Mace,Male
Arnaud des Pallières,Male
Christelle Berthevas,Female
Noah Pink,Male
Megan Griffiths,Female
Chong Kim,Unknown
Richard B. Phillips,Male
Robert Klane,Male
Mojca Tirs,Female
Blanka Lipinska,Female
C.S. Forester,Unknown
Ari Handel,Male
Michael Chabon,Male
Anders Thomas Jensen,Male
Henri Charrière,Male
Vernon Zimmerman,Male
Robin Menken,Male
Lois Duncan,Female
Keith Merryman,Male
David A. Newman,Male
Henry Farrell,Male
Lukas Heller,Male
Patrick O'Brian,Male
Ron Kurz(uncredited),Male
Ron Kurz,Male
Victor Miller,Male
Damian Shannon,Male
Mark Swift,Male
Pau Ros,Male
Steve Shagan,Male
William Diehl,Male
Charles Frazier,Male
Joe Connelly,Male
Bob Mosher,Male
Gabe Sachs,Male
Jackie Filgo,Unknown
Jeff Filgo,Male
John Romano,Male
Michael Connelly,Male
Andy Behrens,Male
Ronald D. Moore,Male
Adam Alleca,Male
Ulla Isaksson,Female
Ulla Isaksson(uncredited),Female
Ivor Powell,Male
Craig Luck,Male
Carl Hiaasen,Male
Igor Aptekman,Male
Hervé Palud,Male
Thierry Lhermitte,Male
David Sheffield,Male
Bernd Eichinger,Male
Mateo Gil,Male
Dan Hageman,Male
Nic Pizzolatto,Male
Gustav Möller,Male
Emil Nygaard Albertsen,Male
David Seidler,Male
Jason Filardi,Male
William Lindsay Gresham,Male
Kim Morgan,Female
Rafael Moreu,Male
Polly Stenham,Female
Mary Laws,Female
Peter Filardi,Male
Robert Louis Stevenson,Male
D. Eric Maikranz,Unknown
Ian Shorr,Male
Todd Stein,Male
Jennifer E. Smith,Female
Katie Lovejoy,Female
Chris Pare,Male
Hunter S. Thompson,Male
Tony Grisoni,Male
Jim Herzfeld,Male
Mary Ruth Clarke,Female
Robert J. Avrech,Male
Douglas J. Eboch,Male
C. Jay Cox,Unknown
Michael Samonek,Male
Elizabeth Meriwether,Female
Carl Joos,Male
Jef Geeraerts,Male
Dario Scardapane,Male
Lincoln Kirstein,Male
Peter Burchard,Male
Frances Hodgson Burnett,Female
David Simkins,Male
Juliette Towhidi,Female
Cecelia Ahern,Female
Doris Kearns Goodwin,Female
Mark Rosenthal,Male
John Waters(1988 screenplay),Male
Mark O'Donnell,Male
Walter Hamada,Male
Babaloo Mandel,Unknown
Robert Sheckley,Male
Jeff Vintar,Male
Isaac Asimov,Male
Jamie Moss,Female
Tony Mosher,Male
John Sullivan,Male
Paul Guyot,Male
Lucile Hadzihalilovic,Female
Mort Nathan,Male
Tobias Iaconis,Male
Mikki Daughtry,Unknown
Kelly Masterson,Female
Christopher Rouse,Male
Randall Jahnson,Male
Ken Marino,Male
Douglas Adams,Male
Jerome Bixby,Male
Emma Yarlett,Female
Lloyd Taylor,Male
Ethan Gross,Male
Stephan Talty,Male
Richard Phillips,Male
John Gatins,Male
Washington Irving,Unknown
Judith Rascoe,Female
Scott Spencer,Male
Joshua Safran,Male
Marie Brenner,Female
Josh Heald,Male
Thomas Pynchon,Male
Micah Bloomberg,Male
Halsted Welles,Unknown
E.C. Tubb,Unknown
Henry Gayden,Male
Bill Parker,Male
Phil Johnston,Male
Beau Willimon,Male
Max Botkin,Male
Robert Reneau,Male
Peter M. Lenkov,Male
Mark Gunn,Male
Brian Gunn,Male
Patrick Hamilton,Male
Brian Kehoe,Male
Jim Kehoe,Male
John Carlin,Male
Mary Rodgers,Female
Heather Hach,Female
David Dashev,Male
Stuart Birnbaum,Male
Todd Durham,Male
Peter Baynham,Male
Drake Sather,Male
Abhijat Joshi,Unknown
Kanika Dhillon,Female
Alain Page,Male
Jacques Deray,Male
Ed Naha,Male
John Fusco,Male
Devon Graye,Male
Gavin James,Male
Seth Grahame-Smith,Male
Adam Cooper,Male
Bill Collage,Male
Lem Dobbs(uncredited),Unknown
Howard Franklin,Male
Howard Franklin(uncredited),Male
Diane Thomas,Female
Andrei Tarkovsky(uncredited),Male
Arkadiy Strugatskiy,Male
Boris Strugatskiy,Male
Curtis Burch,Male
Nobuaki Minegishi,Male
Garon Tsuchiya,Unknown
Paul Tamasy,Male
Jake Tapper,Male
Edgar Rice Burroughs,Male
Luke Harding,Male
Dwain Worrell,Male
Marlen Haushofer,Female
Julian Pölsler,Male
Jane Hawking,Female
Brian Peterson,Male
Rosalie Ham,Female
Hal Dresner(uncredited),Male
Hal Dresner,Male
Donn Pearce,Male
Matthew Tabak,Male
John O'Brien,Male
Nancy Oliver,Female
Jacob Grimm(uncredited),Male
Wilhelm Grimm(uncredited),Male
George Wallace,Male
Arne Schmidt,Male
Peter Kocyla,Male
Simon Amberger,Male
Stephen Sondheim,Male
James Lapine,Male
Charles S. Haas(uncredited),Male
Charles S. Haas,Male
Dean Riesner(uncredited),Male
Ernest Tidyman,Male
Susan Gauthier,Female
Bruce Graham,Male
Ben Zazove,Male
Evan Turner,Male
Pat Conroy,Unknown
Wes Tooke,Male
Donald S. Sanford,Male
Howard Ashman,Male
Terry Hayes(theatrical cut),Male
Donald E. Westlake,Male
Mark Hanlon,Male
John Pogue,Male
Justin Haythe,Male
Richard Yates,Male
Sam Harper,Male
Carl Kurlander,Male
David Rabe,Male
Douglas Adams(uncredited),Male
Gavin Scott,Male
Norman Wexler,Male
Nik Cohn,Male
Ian McLellan Hunter,Male
Dalton Trumbo(originally uncredited),Male
John Dighton,Male
Stephen Beresford,Male
Isabel Wilkerson,Female
Leonard Gershe,Male
Philip Shelby,Male
Charles Portis,Male
Marguerite Roberts,Female
Spike Feresten,Unknown
Barry Marder,Male
Slavomir Rawicz,Male
Brad Ingelsby,Male
Caryn Lucas,Female
Katie Ford,Female
George MacDonald Fraser,Male
Dean Lines,Male
Ray Bogdanovich,Male
Hanif Kureishi,Male
Anne-Louise Trividic,Unknown
Luke Piotrowski,Male
Ben Collins,Male
Jamie Russell,Female
Bryan Sipe,Male
PJ Torokvei,Unknown
Waldo Salt,Male
James Leo Herlihy,Male
Hans Bauer,Male
Patrick O'Neill,Male
Stephen Oliver,Male
Laurie Craig,Female
Bill Marsilii,Male
Kevin Reynolds(1984 screenplay),Male
Jeffrey Boam(uncredited),Male
Edward Cannon,Male
Cullen Bunn,Male
David Rabinowitz,Male
Kevin Willmott,Male
Charlie Wachtel,Male
Robb White,Male
Neal Marshall Stevens,Male
Richard Conlin(1951 story),Male
Dorothy Kingsley(1951 screenplay),Female
George Wells(1951 screenplay),Male
Dorothy Kingsley,Female
Richard Conlin,Male
George Wells,Male
Scott Heim,Male
Peter Stone,Male
Marc Behm,Male
Paul Laverty,Male
Michael Winterbottom(uncredited),Male
David Stassen,Male
Ray Wright,Male
D.V. DeVincentis,Unknown
Sally Thorne,Female
Christina Mengert,Female
Will McRobb,Male
Jon Vitti,Male
Chris Viscardi,Male
Elmore Leonard,Male
Tara Ison,Female
Neil Landau,Male
Jeffrey Alan Fiskin,Male
Izô Hashimoto,Unknown
Gary Whitta,Male
Celeste Ballard,Female
Jenny Han,Female
Miles Millar,Male
Iain Reid,Male
Robert Harling,Male
Olivia Goldsmith,Female
Glenn M. Benest,Male
Matthew Barr,Male
John Brownjohn,Male
Enrique Urbizu,Male
Arturo Pérez-Reverte,Male
Barry Sandler,Male
Barry Sandler(uncredited),Male
Agatha Christie(uncredited),Female
Jessica Bruder,Female
Roberta Hanley,Female
Dan Greenburg,Male
Suzanne O'Malley,Female
Sean Moynihan,Male
Chester Gould,Male
David Self,Male
Richard Piers Rayner,Male
Max Allan Collins,Male
Benji Samit,Male
Dan Hernandez,Male
Chris D'Arienzo,Male
Pete Collins,Male
Christopher De Vore,Male
Eric Bergren,Male
Judi Barrett,Female
Judith C. Brown,Female
David Birke,Male
Anthony Swofford,Male
Dana Stevens,Female
R.J. Stewart,Unknown
Michael Lewis,Male
Abraham Marder,Male
Jim Carroll,Male
Bryan Goluboff,Male
Tom Benedek,Male
David Saperstein,Male
Donna Powers,Female
Wayne Powers,Male
John L. Balderston(1932 screenplay) (uncredited),Male
Tonino Benacquista,Male
Michael Caleo,Male
Kiel Murray,Male
Berkely Mather,Unknown
Richard Maibaum,Male
Johanna Harwood,Female
Eric Forestier,Male
Gaia Guasti,Female
Sara B. Cooper,Female
Amy Tan,Female
Paul Rudnick,Male
Barry Wernick,Male
Aron Ralston,Male
S. Leigh Savidge,Unknown
Jonathan Herman,Male
Barry Gifford,Male
Gary Nadeau,Male
Stephen Levy,Male
Marc Hyman,Male
Barry Hall(uncredited),Male
Guillermo Cabrera Infante,Male
Malcolm Hart,Male
Barry Hall,Male
Len Blum,Male
Lorne Cameron,Male
David Hoselton,Male
Naomi Alderman,Female
Rebecca Lenkiewicz,Female
Christopher Kyle,Male
Simon Stålenhag,Male
Adrian Cronauer,Male
Mitch Markowitz,Male
Adrian Cronauer(uncredited),Male
Jason Katims,Male
Tom S. Parker,Male
Bob Barlen,Male
Shane Morris,Male
Michael Kennedy,Male
Susan Estelle Jansen,Female
Dan Sterling,Male
Aaron Latham,Male
Nico Soultanakis,Male
Adolph Green,Male
Betty Comden,Female
Walon Green(uncredited),Unknown
Walter F. Parkes,Male
Lawrence Lasker,Male
Walon Green,Unknown
Johnston McCulley,Male
Peter Szilagyi,Male
Caspian Tredwell-Owen,Unknown
Michael Caissie,Male
Philippe Martinez,Male
Nicolas Wright,Male
James A. Woods,Male
Nick Pinkerton,Male
Brandon Scott Jones,Male
Andrew Knauer,Male
Arthur Pielli,Male
Mitchell Kapner,Male
L. Frank Baum,Unknown
David Levien,Male
Brian Koppelman,Male
Alan Martin,Male
Jamie Hewlett,Female
Don Roos,Male
Kevin Hood,Male
Burton Wohl,Male
Sherren Lee,Unknown
Nona Tyson,Female
Charles Williams,Male
Ivan Goff,Male
Virginia Kellogg,Female
Ben Roberts,Male
Michael Kalesniko,Male
Jacques Akchoti,Male
Simonetta Greggio,Female
Mike Cerrone,Male
Donald Hamilton,Male
William P. McGivern,Male
Tatsuo Yoshida,Male
Carrie Solomon,Female
Jeremy Stevens,Male
Mark Reisman,Male
J. Campbell Bruce,Unknown
Richard Tuggle,Male
Kate Kyriacou,Female
Decla Dunning,Unknown
Anthony Veiller,Male
Victor Trivas,Male
Hillary Seitz,Female
Courtenay Miles,Male
Clarence Budington Kelland,Male
Robert Riskin,Male
Joe Ritter,Male
Gay Partington Terry,Female
Michael Rasmussen,Male
Shawn Rasmussen,Male
Nick May,Male
Brandon Reavis,Male
Alain Godard,Male
Matt Charman,Male
John Briley,Male
Todd Farmer,Male
David Spector,Male
Michael Scheff,Male
Boston Teran,Unknown
Victor Gischler,Male
Matthew Kennedy,Male
Cheryl Strayed,Female
Elvis Peeters,Male
Chris Bergoch,Male
Randall Frakes,Male
Michael Swerdlick,Male
Bruce Porter,Male
David McKenna,Male
Phyllis Nagy,Female
David Kirschner,Male
Neil Cuthbert,Male
Brett Halliday(in part),Male
Brett Halliday,Male
Jack Engelhard,Male
Amy Holden Jones,Female
Peter Buchman,Male
William Styron,Male
Alan Jay Lerner,Male
George Bernard Shaw,Male
Blake Masters,Male
Steven Grant,Male
Doug Stanton,Male
Alice Birch,Female
Megan Hunter,Female
Paul Attanasio,Male
Joseph D. Pistone,Male
Richard Woodley,Male
Dr. Seuss,Unknown
Janis Allen,Female
Daniel Goldberg,Male
Frances Mayes,Female
Larry Karaszewski,Male
Matt Greenberg,Male
Scott Alexander,Male
Andy Diggle,Male
Brian Nelson,Male
Peter Steinfeld,Male
Carl Binder,Male
Bruce Feirstein,Male
Phillip Murphy,Male
Brandon Murphy,Male
Mitesh Shah,Unknown
Zack Kahn,Male
Rich Wilkes,Male
F. Scott Frazier,Unknown
Mark Heyman,Male
Rick Copp,Male
Laurice Elehwany,Unknown
Sherwood Schwartz,Male
Dodie Smith,Unknown
Art Monterastelli,Male
David Morrell,Male
John W. Cunningham,Male
Carl Foreman,Male
Stu Krieger,Male
Judy Freudberg,Female
Tony Geiss,Male
Leigh Dunlap,Female
Paul Fraser,Male
William Friedkin(uncredited),Male
Georges Arnaud,Male
Alina Rizzi,Female
Carla Cipriani,Female
Frank S. Nugent,Male
Alan Le May,Male
Sean O'Keefe,Male
Robert B. Parker,Male
Leon Ford,Male
Tom Holt,Male
Allan Scott,Male
Cressida Cowell,Unknown
Melissa Goddard,Female
Andy Ruben,Male
Robert Siodmak,Male
Budd Schulberg,Unknown
Malcolm Johnson,Male
Robert Siodmak(uncredited),Male
Nick Morris,Male
Tom Stoppard,Male
Charles McKeown,Male
Bill Richmond,Male
Bill Richmond(1963 motion picture),Male
Jerry Lewis(1963 motion picture),Male
P.F. Kluge,Unknown
Thomas Moore,Male
David Marconi,Male
Stephen Leather,Male
Katrin Benedikt,Female
Creighton Rothenberger,Male
Brad Copeland,Male
Daniel Pyne,Male
Michael Hirst,Male
Karin Gist,Female
Regina Y. Hicks,Female
Madhuri Shekar,Female
George A. Romero(1978 screenplay),Male
Mike Demski,Male
Juliet Snowden,Female
Stiles White,Unknown
Ryne Douglas Pearson,Male
Aaron Covington,Male
Nicholas St. John,Male
Michael Markowitz,Male
John Long,Male
Eddie Borey,Male
Chris Borey,Male
Joseph P. Genier,Male
Will Wallace,Male
Jeff Davis,Male
William Robertson,Male
Walter Lantz,Male
Mark Rizzo,Male
Javier Fesser,Male
David Marqués,Male
Masato Ide,Male
Thomas Bidegain,Male
Marcus Hinchey,Male
Ernestine Gilbreth Carey,Female
Lamar Trotti,Male
Frank B. Gilbreth Jr.,Male
Jeff Lowell,Male
Graeme Manson,Male
André Bijelic,Male
Susanna Fogel,Female
Sarah Haskins,Female
Emily Halpern,Female
Álvaro Rodríguez,Male
Greg Brooker,Male
E.B. White,Unknown
Edwin Torres,Male
William Wheeler,Male
Shirow Masamune,Unknown
Kazunori Itô,Male
George Jonas,Male
Alison Peck,Female
Fiona Rosenbloom,Female
Bathsheba Doran,Unknown
James MacInnes,Male
David Duncan,Male
Simon Carmody,Male
Robert Engels,Male
Tom J. Astle,Male
Matt Ember,Male
Dave Stevens,Male
Paul De Meo,Male
Danny Bilson,Male
Jim Marrs,Male
Jim Garrison,Male
Joe Shrapnel,Male
Anna Waterhouse,Female
Joan Harrison,Female
Robert E. Sherwood,Male
Brad Bird(uncredited),Male
Ted Hughes,Male
Melissa K. Stack,Female
Ayelet Waldman,Female
Kent Alexander,Male
Eric Guggenheim,Male
Misha Green,Male
Wallace Wolodarsky,Male
Maya Forbes,Female
Liam Satre-Meloy,Male
Don Ingalls,Male
Marla Frazee,Female
Michael McCullers,Male
Bill Phillips,Male
Craig Shilowich,Male
Derek Drymon,Male
Gilles Mimouni,Male
Adam F. Goldberg,Male
Dan Pulick,Male
Jonathan Abrams,Male
Robert Siegel,Male
Duane Adler,Male
Marc Norman,Male
Nick Shafir,Male
Sharon Soboil,Female
Lona Williams,Female
Carl Lund,Male
Lewis Colick,Male
Homer H. Hickam Jr.,Male
Josh Singer,Male
Lee Eisenberg,Male
Ian Helfer,Male
Peter Chung,Male
David Aaron Cohen,Male
Buzz Bissinger,Male
Hamish McColl,Male
Michael Bond,Male
"Rob Zombie(fake trailer segment ""Werewolf Women of the S.S."")",Male
"Edgar Wright(fake trailer segment ""Don't"")",Male
"Robert Rodriguez(fake trailer segment ""Machete"") (segment Planet Terror)",Male
Richard Friedenberg,Male
Norman Maclean,Male
Jeff Arch,Male
Jo Nesbø,Unknown
D.M. Marshman Jr.,Unknown
Charles Brackett,Male
Michael G. Wilson,Male
David Zelag Goodman,Male
William F. Nolan,Male
Amanda Adelson,Female
Tommy Lee,Male
Michael Wilson(originally uncredited),Male
Carl Foreman(originally uncredited),Male
Brad Grey,Male
Harvey Weinstein,Male
Laura Hillenbrand,Female
David Hornsby,Male
Lance Krall,Male
Joe Rinaldi,Male
Steve Gerber,Male
Wendell Mayes,Male
Stirling Silliphant,Male
Paul Gallico,Male
Mel Friedman,Female
Christopher Cosby,Male
Elizabeth Berger,Female
Isaac Aptaker,Male
Robert Archer Lynn,Male
Katherine Center,Female
Jack Finney,Male
Richard Collins,Male
Richard Collins(uncredited),Male
Jaime Primak Sullivan,Male
Ryan Engle,Male
Sean William Cunningham,Male
Marc Dworkin,Male
Jed Spingarn,Male
Jonathan L. Davis,Male
Gy Waldron,Unknown
Gerald Petievich,Male
Peter Maas,Male
Jules Asner,Male
James Robinson,Male
Alan Moore,Male
Kevin O'Neill,Male
Peter Atkins,Male
Kristine Johnson,Female
Dean R. Koontz,Male
Wendelin Van Draanen,Male
Bruce Lee(uncredited),Male
L. Ron Hubbard,Unknown
Corey Mandell,Male
Tobe Hooper(1974 screenplay),Male
Kim Henkel,Female
Kim Henkel(1974 screenplay),Female
Cory Goodman,Male
Oliver Sacks,Male
Sofie Cramer,Female
Andrea Willson,Female
Rachel Tunnard,Female
John O'Farrell,Male
Albert Maltz,Male
Thomas Cullinan,Male
Irene Kamp,Female
Brian Grazer,Male
Susan Orlean,Female
Harry Harrison,Male
Stanley R. Greenberg,Male
William Golding,Male
Jay Presson Allen,Male
Peter Brook(uncredited),Male
Peter Brook,Male
Jeff Maguire,Male
Chris Gerolmo,Male
Akira Toriyama,Male
Joseph Oriolo,Male
Sherri Stoner,Female
Deanna Oliver,Female
Bruce Wagner,Male
Kevin Peterka,Male
Gregg Chabot,Male
Guillermo Arriaga,Male
Marshall Brickman,Male
Ron Nyswaner,Male
Carlo Collodi,Male
Patrick McHale,Male
Matthew Newton,Male
John Banville,Male
Ruth Prawer Jhabvala,Female
E.M. Forster,Unknown
Greg Hicks,Male
Alice Hoffman,Female
Don Winslow,Male
Shane Salerno,Male
Jessica Pressler,Female
Scott Turow,Male
Tyler Tice,Male
Amanda Wendler,Female
Eli Saslow,Female
Mark Kasdan,Male
Todd McFarlane,Male
Paddy Chayefsky,Male
Don Jakoby,Male
Al Williams,Male
Haley Harris,Female
Shauna Cross,Female
Heidi Murkoff,Female
Tonino Guerra,Male
Julio Cortázar,Male
Jon Ronson,Male
Brian Selznick,Male
Brent Hanley,Male
Rumer Godden,Unknown
Mikael Hed,Male
Mikko Pöllä,Male
Carmine Infantino,Male
Gardner Fox,Unknown
Nicholas Martin,Male
Stanford Sherman,Male
Earl Mac Rauch,Male
Steven Moffat,Male
Hergé,Unknown
Jodi Picoult,Female
Chris Matheson,Male
Dan Studney,Male
Matthew Peterman,Male
Daniel G. Sullivan,Male
Fredric Lebow,Male
Michael Reisz,Male
Christopher Roach,Male
Jillian Jacobs,Female
John Fasano,Male
Joe Harris,Male
Jay Ward,Male
Dana Olsen,Female
Michael Shaara,Male
Keenan Coogler,Male
Pam Brady,Female
H.P. Lovecraft,Unknown
Scarlett Amaris,Female
Austen Earl,Male
Cory Miller,Male
Dick King-Smith,Male
Kim Min-Ho,Female
David Diamond,Male
David Weissman,Male
Mark Steilen,Male
Russell Adams,Male
Angie Thomas,Female
David Guggenheim,Male
George Crile,Male
Sarah Kernochan,Female
Marcel Rodriguez,Male
Racer Rodriguez,Unknown
Brett Rodriguez,Male
Joan Lindsay,Female
Cliff Green,Male
Stanley Weiser,Male
Steven Millhauser,Male
Eric Gregory,Male
Veronica Hool,Female
Robin U. Russin,Male
Brian Lynch,Male
Jim Thompson,Male
Calder Willingham,Male
